code Swiss-Prot
1TNP TNNC2_CHICK
1TNQ TNNC2_CHICK
1TNR TNFB_HUMAN
1TNS TRA_BPMU
1TNT TRA_BPMU
1TNU FNTA_RAT
1TNW TNNC2_CHICK
1TNX TNNC2_CHICK
1TNY FNTA_RAT
1TNZ FNTA_RAT
1TO0 RLMH_BACSU
1TO1 SUBT_BACAM
1TO2 SUBT_BACAM
1TO3 YIHT_SALTY
1TO4 SODC_SCHMA
1TO5 SODC_SCHMA
1TO6 GLXK_NEIMA
1TO9 TENA_BACSU
1TOA TROA_TREPA
1TOC ORNT_ORNMO
1TOE AAT_ECOLI
1TOF TRXH_CHLRE
1TOG AAT_ECOLI
1TOH TY3H_RAT
1TOI AAT_ECOLI
1TOJ AAT_ECOLI
1TOK AAT_ECOLI
1TOL G3P_BPM13
1TOM HIR3A_HIRME
1TON KLK2_RAT
1TOO IL1B_HUMAN
1TOP TNNC2_CHICK
1TOQ LECA_ARTIN
1TOR ACHA_TORCA
1TOS ACHA_TORCA
1TOT CBP_MOUSE
1TOU FABP4_HUMAN
1TOV TBCB_CAEEL
1TOW FABP4_HUMAN
1TOX DTX_CORBE
1TOZ NOTC1_HUMAN
1TP0 IL1B_HUMAN
1TP1 POL_HTL1A
1TP2 PA28_DABRR
1TP3 DLG4_RAT
1TP4 RD23A_HUMAN
1TP5 DLG4_RAT
1TP7 POLG_HRV16
1TP8 LECA_ARTIN
1TPA BPT1_BOVIN
1TPB TPIS_CHICK
1TPC TPIS_CHICK
1TPD TPIS_TRYBB
1TPE TPIS_TRYBB
1TPF TPIS_TRYBB
1TPG TPA_HUMAN
1TPH TPIS_CHICK
1TPK TPA_HUMAN
1TPL TPL_CITFR
1TPM TPA_HUMAN
1TPN TPA_HUMAN
1TPO TRY1_BOVIN
1TPP TRY1_BOVIN
1TPS TRY1_BOVIN
1TPT TYPH_ECOLI
1TPU TPIS_CHICK
1TPV TPIS_CHICK
1TPW TPIS_CHICK
1TPX PRIO_SHEEP
1TPZ IIGP1_MOUSE
1TQ0 THRB_HUMAN
1TQ1 STR16_ARATH
1TQ2 IIGP1_MOUSE
1TQ3 DLG4_RAT
1TQ4 IIGP1_MOUSE
1TQ5 YHHW_ECOLI
1TQ6 IIGP1_MOUSE
1TQ7 THRB_HUMAN
1TQ8 Y1636_MYCTU
1TQ9 RNS_BOVIN
1TQA CP19A_HUMAN
1TQB PRIO_SHEEP
1TQC PRIO_SHEEP
1TQD IIGP1_MOUSE
1TQE HDAC9_MOUSE
1TQF BACE1_HUMAN
1TQG CHEA_THEMA
1TQH EST_BACST
1TQI RIO2_ARCFU
1TQJ RPE_SYNY3
1TQL POLG_POL1M
1TQM RIO2_ARCFU
1TQN CP3A4_HUMAN
1TQO NUC_STAAU
1TQP RIO2_ARCFU
1TQQ TOLC_ECOLI
1TQS MAN2_DROME
1TQT MAN2_DROME
1TQU MAN2_DROME
1TQV MAN2_DROME
1TQW MAN2_DROME
1TQY KASA_STRCO
1TQZ NECP1_MOUSE
1TR1 BGLA_PAEPO
1TR2 VINC_HUMAN
1TR4 PSD10_HUMAN
1TR5 NUC_STAAU
1TR6 CO16A_CONGE
1TR7 FIMH_ECOLI
1TR8 NAC_METTM
1TR9 NAGZ_VIBCH
1TRB TRXB_ECOLI
1TRD TPIS_TRYBB
1TRE TPIS_ECOLI
1TRF TNNC2_MELGA
1TRG TYSY_ECOLI
1TRH LIP1_CANRU
1TRI TPIS_TRYBB
1TRJ GBLP_YEAST
1TRK TKT1_YEAST
1TRL THER_BACTH
1TRM TRY2_RAT
1TRN TRY1_HUMAN
1TRO TRPR_ECOLI
1TRP RNT1_ASPOR
1TRQ RNT1_ASPOR
1TRR TRPR_ECOLI
1TRS THIO_HUMAN
1TRU THIO_HUMAN
1TRV THIO_HUMAN
1TRW THIO_HUMAN
1TRY TRYP_FUSOX
1TRZ INS_HUMAN
1TS0 PYP_HALHA
1TS2 TSST_STAAU
1TS3 TSST_STAAU
1TS4 TSST_STAAU
1TS5 TSST_STAAU
1TS6 PYP_HALHA
1TS7 PYP_HALHA
1TS8 PYP_HALHA
1TS9 RNP1_ARCFU
1TSD TYSY_ECOLI
1TSF RNP1_ARCFU
1TSH TTHY_HUMAN
1TSI TPIS_TRYBB
1TSK KAX42_TITSE
1TSL TYSY_LACCA
1TSM TYSY_LACCA
1TSN TYSY_ECOLI
1TSP TSPE_BPP22
1TSQ GAG_HV1H2
1TSR P53_HUMAN
1TSU GAG_HV1H2
1TSV TYSY_LACCA
1TSW TYSY_LACCA
1TSX TYSY_LACCA
1TSY TYSY_LACCA
1TSZ TYSY_LACCA
1TT1 GRIK2_RAT
1TT2 NUC_STAAU
1TT3 CO17A_CONMA
1TT4 CAAL_SALTY
1TT5 UBA3_HUMAN
1TT6 TTHY_HUMAN
1TT7 YHFP_BACSU
1TT8 UBIC_ECOLI
1TT9 FTCD_RAT
1TTA TTHY_HUMAN
1TTB TTHY_HUMAN
1TTC TTHY_HUMAN
1TTE UBC1_YEAST
1TTF FINC_HUMAN
1TTG FINC_HUMAN
1TTH PYRB_ECOLI
1TTI TPIS_TRYBB
1TTJ TPIS_TRYBB
1TTK CO17A_CONMA
1TTL CO16A_CONGE
1TTM CAH2_HUMAN
1TTN UBTD2_HUMAN
1TTO RNT1_ASPOR
1TTP TRPA_SALTY
1TTQ TRPA_SALTY
1TTR TTHY_HUMAN
1TTT EFTU_THEAQ
1TTV MDM2_XENLA
1TTX ONCO_HUMAN
1TTY RPOD_THEMA
1TU0 PYRB_ECOLI
1TU2 CYF_ANASP
1TU3 RAB5A_HUMAN
1TU4 RAB5A_HUMAN
1TU5 AOCX_BOVIN
1TU6 CATK_HUMAN
1TU7 GSTP_ONCVO
1TU8 GSTP_ONCVO
1TUB TBA1A_PIG
1TUC SPTA2_CHICK
1TUD SPTA2_CHICK
1TUE VE1_HPV18
1TUF DCDA_METJA
1TUG PYRB_ECOLI
1TUI EFTU_THEAQ
1TUK NLT2G_WHEAT
1TUL TLP20_NPVAC
1TUM MUTT_ECOLI
1TUP P53_HUMAN
1TUR IOVO_MELGA
1TUS IOVO_MELGA
1TUU ACKA_METTE
1TUV YGIN_ECOLI
1TUW TCMI_STRGA
1TUX XYNA_THEAU
1TUY ACKA_METTE
1TUZ DGKA_HUMAN
1TV0 DEFA4_MOUSE
1TV2 MTMB1_METBA
1TV3 MTMB1_METBA
1TV4 MTMB1_METBA
1TV5 PYRD_PLAF7
1TV6 POL_HV1B1
1TV7 MOAA_STAAN
1TV8 MOAA_STAAN
1TV9 DPOLB_HUMAN
1TVA DPOLB_HUMAN
1TVB 1A02_HUMAN
1TVC MMOC_METCA
1TVE DHOM_YEAST
1TVG HSB11_HUMAN
1TVH 1A02_HUMAN
1TVI Y1509_THEMA
1TVJ COF2_CHICK
1TVK TBA1D_BOVIN
1TVL MOXC_BACSU
1TVM PTKB_ECOL6
1TVO MK01_HUMAN
1TVQ FABPL_CHICK
1TVR POL_HV1B1
1TVU TYSY_LACCA
1TVV TYSY_LACCA
1TVW TYSY_LACCA
1TVX CXCL7_HUMAN
1TVY B4GT1_BOVIN
1TW1 B4GT1_BOVIN
1TW2 CM4T_STRPE
1TW3 CM4T_STRPE
1TW4 FABPL_CHICK
1TW5 B4GT1_BOVIN
1TW6 BIRC7_HUMAN
1TW8 T2D2_HAEIN
1TWA RPAB1_YEAST
1TWB SSPB_HAEIN
1TWC RPAB1_YEAST
1TWD CUTC_SHIFL
1TWE IL1B_HUMAN
1TWF RPAB1_YEAST
1TWG RPAB1_YEAST
1TWH RPAB1_YEAST
1TWI DCDA_METJA
1TWJ YEXA_BACSU
1TWL IPYR_PYRFU
1TWM IL1B_HUMAN
1TWN HMOX1_HUMAN
1TWO PBP_ANTPO
1TWP WAP_MACEU
1TWQ PGRP3_HUMAN
1TWR HMOX1_HUMAN
1TWT RS10_THETH
1TWU YYCE_BACSU
1TWV RL14_THETH
1TWX THRB_HUMAN
1TX1 HEMA_INBLE
1TX3 T2D2_HAEIN
1TX4 RHG01_HUMAN
1TX5 PAG_BACAN
1TX6 IBB_HORVU
1TX7 TRY1_BOVIN
1TX8 TRY1_BOVIN
1TX9 D_BPPHX
1TXA NXL2_OPHHA
1TXB NXL2_OPHHA
1TXD ARHGC_HUMAN
1TXE PTHP_STACA
1TXF GRIK1_RAT
1TXG GPDA_ARCFU
1TXH CXB1_HUMAN
1TXI VDR_HUMAN
1TXJ TCTP_PLAKN
1TXK OPGG_ECOLI
1TXL YODA_ECOLI
1TXM KAX62_SCOMA
1TXN HEM6_YEAST
1TXO PSTP_MYCTU
1TXP HNRPC_HUMAN
1TXQ DCTN1_HUMAN
1TXR AMPX_VIBPR
1TXU RABX5_HUMAN
1TXX THIO_ECOLI
1TXY PRIB_ECOLI
1TXZ YMX7_YEAST
1TY4 CED9_CAEEL
1TY8 YMX7_YEAST
1TY9 PHZG_PSEFL
1TYA SYY_BACST
1TYB SYY_BACST
1TYC SYY_BACST
1TYD SYY_BACST
1TYE ITA2B_HUMAN
1TYF CLPP_ECOLI
1TYG THIG_BACSU
1TYH TENA_BACSU
1TYI HDAC1_HUMAN
1TYK MTX4_GRARO
1TYL INS_HUMAN
1TYM INS_HUMAN
1TYN TRY1_BOVIN
1TYP TYTR_CRIFA
1TYQ ARC1B_BOVIN
1TYR TTHY_HUMAN
1TYS TYSY_ECOLI
1TYT TYTR_CRIFA
1TYU TSPE_BPP22
1TYV TSPE_BPP22
1TYW TSPE_BPP22
1TYX TSPE_BPP22
1TYZ 1A1D_PSEUD
1TZ1 CDC24_YEAST
1TZ2 1A1D_PSEUD
1TZ4 NPY_PIG
1TZ5 NPY_PIG
1TZ7 MALQ_AQUAE
1TZ8 TTHY_HUMAN
1TZ9 UXUA_ENTFA
1TZA APAG_SHEON
1TZB PGMI_PYRAE
1TZC PGMI_PYRAE
1TZD IP3KA_RAT
1TZE GRB2_HUMAN
1TZF RFBF_SALTI
1TZH VEGFA_HUMAN
1TZI VEGFA_HUMAN
1TZJ 1A1D_PSEUD
1TZK 1A1D_PSEUD
1TZL P2OX_PENSG
1TZM 1A1D_PSEUD
1TZN ANTR2_HUMAN
1TZO PAG_BACAN
1TZP MEPA_ECOLI
1TZQ ACTP2_ACTEQ
1TZS CATE_HUMAN
1TZT NUSB_THEMA
1TZU NUSB_THEMA
1TZV NUSB_THEMA
1TZW NUSB_THEMA
1TZX NUSB_THEMA
1TZY H2A4_CHICK
1U00 HSCA_ECOLI
1U06 SPTA2_CHICK
1U07 TONB_ECOLI
1U08 YBDL_ECOLI
1U0A GUB_PAEMA
1U0B SYC_ECOLI
1U0C DNE1_CHLRE
1U0D DNE1_CHLRE
1U0E G6PI_MOUSE
1U0F G6PI_MOUSE
1U0G G6PI_MOUSE
1U0H ADCY2_RAT
1U0J VNCA_AAV2
1U0L RSGA_THEMA
1U0N BOTA_BOTJA
1U0O BOTA_BOTJA
1U0R PPNK_MYCTU
1U0S CHEA_THEMA
1U0T PPNK_MYCTU
1U0U DPSS_PINSY
1U0V CHS2_MEDSA
1U0W CHS2_MEDSA
1U0X NP4_RHOPR
1U0Y ENPL_CANFA
1U0Z ENPL_CANFA
1U10 MEPA_ECOLI
1U12 CNGK1_RHILO
1U13 CP51_MYCTU
1U14 YJJX_SALTY
1U15 ARLY1_ANAPL
1U16 ARLY1_ANAPL
1U17 NP1_RHOPR
1U18 NP1_RHOPR
1U19 OPSD_BOVIN
1U1B RNAS1_BOVIN
1U1C UDP_ECOLI
1U1D UDP_ECOLI
1U1E UDP_ECOLI
1U1F UDP_ECOLI
1U1G UDP_ECOLI
1U1H METE_ARATH
1U1J METE_ARATH
1U1K ROA1_HUMAN
1U1L ROA1_HUMAN
1U1M ROA1_HUMAN
1U1N ROA1_HUMAN
1U1O ROA1_HUMAN
1U1P ROA1_HUMAN
1U1Q ROA1_HUMAN
1U1R ROA1_HUMAN
1U1S HFQ_PSEAE
1U1T HFQ_PSEAE
1U1U METE_ARATH
1U1V PHZF_PSEFL
1U1W PHZF_PSEFL
1U1X PHZF_PSEFL
1U1Y COAT_BPMS2
1U1Z FABZ_PSEAE
1U20 NUD16_XENLA
1U21 TTHY_HUMAN
1U22 METE_ARATH
1U27 CYH2_MOUSE
1U28 PNTAA_RHORT
1U29 CYH2_MOUSE
1U2B CYH3_MOUSE
1U2C DAG1_MOUSE
1U2D PNTAA_RHORT
1U2E MHPC_ECOLI
1U2F U2AF2_HUMAN
1U2G PNTAA_RHORT
1U2H SPEG_HUMAN
1U2J KATG_ECOLI
1U2K KATG_ECOLI
1U2L KATG_ECOLI
1U2M SKP_ECOLI
1U2N CBP_MOUSE
1U2O ENPL_CANFA
1U2P PTPA_MYCTU
1U2Q PTPA_MYCTU
1U2R EF2_YEAST
1U2V ARC1B_BOVIN
1U2W CADC_STAAU
1U2X K6PF_PYRHO
1U2Y AMYP_HUMAN
1U2Z DOT1_YEAST
1U30 AMYP_HUMAN
1U31 NNTM_HUMAN
1U32 PP1G_HUMAN
1U33 AMYP_HUMAN
1U34 CRFR2_MOUSE
1U35 H2AY_HUMAN
1U36 NFKB1_MOUSE
1U37 APBA1_HUMAN
1U38 APBA1_HUMAN
1U39 APBA1_HUMAN
1U3A DSBA_ECOLI
1U3B APBA1_HUMAN
1U3C CRY1_ARATH
1U3D CRY1_ARATH
1U3E HMUI_BPSP1
1U3F MTHFS_MYCPN
1U3G MTHFS_MYCPN
1U3H HA2U_MOUSE
1U3I GST28_SCHMA
1U3J NFKB1_MOUSE
1U3L ISPF_ECOLI
1U3M PRIO_CHICK
1U3N YOJM_BACSU
1U3O KALRN_RAT
1U3P ISPF_ECOLI
1U3Q ESR2_HUMAN
1U3R ESR2_HUMAN
1U3S ESR2_HUMAN
1U3T ADH1A_HUMAN
1U3U ADH1B_HUMAN
1U3V ADH1B_HUMAN
1U3W ADH1G_HUMAN
1U3Y NFKB1_MOUSE
1U3Z NFKB1_MOUSE
1U40 ISPF_ECOLI
1U41 NFKB1_MOUSE
1U42 NFKB1_MOUSE
1U43 ISPF_ECOLI
1U45 DPO1_BACST
1U46 ACK1_HUMAN
1U47 DPO1_BACST
1U48 DPO1_BACST
1U49 DPO1_BACST
1U4A SUMO3_HUMAN
1U4B DPO1_BACST
1U4C BUB3_YEAST
1U4D ACK1_HUMAN
1U4E IRK3_MOUSE
1U4F IRK2_MOUSE
1U4G ELAS_PSEAE
1U4K SPIKE_CVHSA
1U4L CCL5_HUMAN
1U4M CCL5_HUMAN
1U4O LDH_PLAFD
1U4P CCL5_HUMAN
1U4Q SPTA2_CHICK
1U4R CCL5_HUMAN
1U4S LDH_PLAFD
1U54 ACK1_HUMAN
1U57 GAG_HV1LW
1U58 B2MG_MOUSE
1U59 ZAP70_HUMAN
1U5A LDH_PLAFD
1U5B ODBA_HUMAN
1U5C LDH_PLAFD
1U5D SKAP1_HUMAN
1U5E SKAP2_MOUSE
1U5F SKAP2_MOUSE
1U5G SKAP2_MOUSE
1U5H CITEL_MYCTU
1U5I CAN2_RAT
1U5J 5S_PROFR
1U5M CO2A1_HUMAN
1U5N ATC_PLAFK
1U5O NTF2_RAT
1U5P SPTA2_CHICK
1U5Q TAOK2_RAT
1U5R TAOK2_RAT
1U5S LIMS1_HUMAN
1U5T SNF8_YEAST
1U5U AOSL_PLEHO
1U5V CITEL_MYCTU
1U5W YJJX_ECOLI
1U5X TNF13_MOUSE
1U5Y TNF13_MOUSE
1U5Z TNF13_MOUSE
1U60 GLSA1_ECOLI
1U62 TRFL_HUMAN
1U63 RL1_METJA
1U65 ACES_TORCA
1U67 PGH1_SHEEP
1U68 FOLB_STAAU
1U6B SNRPA_HUMAN
1U6D KEAP1_HUMAN
1U6E FABH_MYCTU
1U6G CAND1_HUMAN
1U6H TLN1_CHICK
1U6I MTD_METKA
1U6J MTD_METKA
1U6K MTD_METKA
1U6P GAG_MLVMO
1U6Q UROK_HUMAN
1U6R KCRM_RABIT
1U6S FABH_MYCTU
1U6T SH3L1_HUMAN
1U6Z PPX_ECOLI
1U70 DYR_MOUSE
1U71 DYR_HUMAN
1U72 DYR_HUMAN
1U74 CCPR_YEAST
1U75 CCPR_YEAST
1U76 DPOD3_HUMAN
1U77 AMTB_ECOLI
1U78 TC3A_CAEEL
1U79 FKBP3_ARATH
1U7B FEN1_HUMAN
1U7C AMTB_ECOLI
1U7D SYY_METJA
1U7F SMAD3_HUMAN
1U7G AMTB_ECOLI
1U7K GAG_MLVAV
1U7L VATC_YEAST
1U7N PLSX_ENTFA
1U7O MGDP1_MOUSE
1U7P MGDP1_MOUSE
1U7Q ATKB_ECOLI
1U7R MYG_PHYCA
1U7S MYG_PHYCA
1U7T HCD2_HUMAN
1U7U COABC_ECOLI
1U7V SMAD2_HUMAN
1U7W COABC_ECOLI
1U7X SYY_METJA
1U7Z COABC_ECOLI
1U80 COABC_ECOLI
1U81 ARF1_HUMAN
1U83 PSLS_BACSU
1U85 KLF3_MOUSE
1U86 KLF3_MOUSE
1U87 GST26_SCHJA
1U88 GST26_SCHJA
1U89 TLN1_MOUSE
1U8A AROK_MYCTU
1U8B ADA_ECOLI
1U8C ITAV_HUMAN
1U8E DPP4_HUMAN
1U8F G3P_HUMAN
1U8G POL_HV1BR
1U8R IDER_MYCTU
1U8T CHEY_ECOLI
1U8U TESA_ECOLI
1U8V HDVD_CLOAM
1U8W NDK1_ARATH
1U8X GLVA_BACSU
1U8Y RALA_SAGOE
1U8Z RALA_SAGOE
1U90 RALA_SAGOE
1U94 RECA_ECOLI
1U96 COX17_YEAST
1U97 COX17_YEAST
1U98 RECA_ECOLI
1U99 RECA_ECOLI
1U9A UBC9_MOUSE
1U9B UBC9_MOUSE
1U9E ESR2_HUMAN
1U9I KAIC_SYNE7
1U9J ARNA_ECOLI
1U9K TREM1_MOUSE
1U9L NUSA_ECOLI
1U9M CYB5_BOVIN
1U9P RARC_BPP22
1U9Q CYSP_TRYCR
1U9R NUC_STAAU
1U9U CYB5_BOVIN
1U9V CATK_HUMAN
1U9W CATK_HUMAN
1U9X CATK_HUMAN
1U9Y KPRS_METJA
1U9Z KPRS_METJA
1UA1 DPO1_BACST
1UA2 CDK7_HUMAN
1UA3 AMYP_PIG
1UA4 GLKA_PYRFU
1UA5 GST26_SCHJA
1UA6 LYSC_CHICK
1UA7 AMY_BACSU
1UA8 LOLA_ECOLI
1UAA REP_ECOLI
1UAC LYSC_MELGA
1UAD EXOC2_RAT
1UAE MURA_ECOLI
1UAG MURD_ECOLI
1UAJ TRMD_HAEIN
1UAK TRMD_HAEIN
1UAL TRMD_HAEIN
1UAM TRMD_HAEIN
1UAP PCOC1_HUMAN
1UAQ FCY1_YEAST
1UAS AGAL_ORYSJ
1UAT AZUR2_METJ
1UAW MSI1H_MOUSE
1UAX RNH2_PYRHO
1UAZ BACR1_HALS1
1UB2 KATG_SYNE7
1UB3 DEOC_THET8
1UB4 CHPA_ECOLI
1UB5 IGG2B_MOUSE
1UB6 IGG2B_MOUSE
1UBB HMOX1_RAT
1UBC RECA_MYCS2
1UBD TYY1_HUMAN
1UBE RECA_MYCS2
1UBF RECA_MYCS2
1UBG RECA_MYCS2
1UBH PHNL_DESVM
1UBI UBC_HUMAN
1UBJ PHNL_DESVM
1UBK PHNL_DESVM
1UBL PHNL_DESVM
1UBM PHNL_DESVM
1UBN SUBT_BACAM
1UBO PHNL_DESVM
1UBP URE1_BACPA
1UBQ UBC_HUMAN
1UBR PHNL_DESVM
1UBS TRPA_SALTY
1UBT PHNL_DESVM
1UBU PHNL_DESVM
1UBV FPPS_CHICK
1UBW FPPS_CHICK
1UBX FPPS_CHICK
1UBY FPPS_CHICK
1UBZ LYSC_HUMAN
1UC0 LYSC_CHICK
1UC1 MMP13_HUMAN
1UC2 Y1602_PYRHO
1UC3 GLB_LAMFL
1UC6 CNTFR_HUMAN
1UC7 DSBD_ECO57
1UC8 LYSX_THET8
1UC9 LYSX_THET8
1UCA RNMC_MOMCH
1UCB IGKC_HUMAN
1UCC RNMC_MOMCH
1UCD RNMC_MOMCH
1UCF PARK7_HUMAN
1UCG RNMC_MOMCH
1UCH UCHL3_HUMAN
1UCI RNSA_STRAU
1UCJ RNSA_STRAU
1UCK RNSA_STRAU
1UCL RNSA_STRAU
1UCN NDKA_HUMAN
1UCO LYSC_CHICK
1UCP ASC_HUMAN
1UCQ BACR_HALSA
1UCR DSVD_DESVH
1UCS ANP1_RHIDE
1UCT FCAR_HUMAN
1UCU FLIC_SALTY
1UCV EPHA8_HUMAN
1UCW TALB_ECOLI
1UCX GLYG1_SOYBN
1UCY THRB_BOVIN
1UD0 HSP7C_RAT
1UD1 GLYG1_SOYBN
1UD7 UBC_HUMAN
1UD9 PCNA1_SULTO
1UDA GALE_ECOLI
1UDB GALE_ECOLI
1UDC GALE_ECOLI
1UDE IPYR_PYRHO
1UDG UNG_HHV11
1UDH UNG_HHV11
1UDI UNGI_BPPB2
1UDK WAPN_NAJNG
1UDL ITSN2_HUMAN
1UDM COTL1_MOUSE
1UDN RNPH_AQUAE
1UDO RNPH_AQUAE
1UDQ RNPH_AQUAE
1UDR CHEY_ECOLI
1UDS RNPH_AQUAE
1UDT PDE5A_HUMAN
1UDU PDE5A_HUMAN
1UDV ALBA2_SULSO
1UDW UCK2_HUMAN
1UDX OBG_THET8
1UDY ACADM_PIG
1UDZ SYI_THET8
1UE0 SYI_THET8
1UE1 SSB_MYCTU
1UE5 SSB_MYCTU
1UE6 SSB_MYCTU
1UE7 SSB_MYCTU
1UE8 CP119_SULTO
1UE9 ITSN2_HUMAN
1UEA MMP3_HUMAN
1UEB EFP_THET8
1UEC NCF1_HUMAN
1UED C5C4_AMYOR
1UEE BXA1_CLOBO
1UEF DOK1_MOUSE
1UEG MARE1_HUMAN
1UEH UPPS_ECOLI
1UEI UCK2_HUMAN
1UEJ UCK2_HUMAN
1UEK ISPE_THET8
1UEL PSMD4_HUMAN
1UEM ROBO2_HUMAN
1UEN NRCAM_HUMAN
1UEO PEN3A_LITVA
1UEP MAGI2_HUMAN
1UEQ MAGI2_HUMAN
1UER SODF_PORGI
1UES SODF_PORGI
1UET CCA_ARCFU
1UEU CCA_ARCFU
1UEV CCA_ARCFU
1UEW MAGI2_HUMAN
1UEX BITA_BITAR
1UEY NRCAM_HUMAN
1UEZ WHRN_HUMAN
1UF0 DCLK1_HUMAN
1UF1 WHRN_HUMAN
1UF2 VP3_RDVA
1UF4 DCAS_AGRSK
1UF5 DCAS_AGRSK
1UF7 DCAS_AGRSK
1UF8 DCAS_AGRSK
1UF9 COAE_THET8
1UFD NO26_SOYBN
1UFF ITSN2_HUMAN
1UFG LMNA_MOUSE
1UFH YYCN_BACSU
1UFI CENPB_HUMAN
1UFJ MYG_PHYCA
1UFK PRMA_THET8
1UFM CSN4_MOUSE
1UFN SP110_MOUSE
1UFP MYG_PHYCA
1UFQ UCK2_HUMAN
1UFR PYRR_THET8
1UFU LIRB1_HUMAN
1UFV PANC_THET8
1UFW SYNJ2_HUMAN
1UFX WHRN_HUMAN
1UFZ HBS1L_MOUSE
1UG0 SF04_MOUSE
1UG1 DNMBP_HUMAN
1UG2 GON4L_MOUSE
1UG3 IF4G1_HUMAN
1UG4 CTXA6_NAJAT
1UG7 AIDA_MOUSE
1UG8 PARN_MOUSE
1UGA CAH2_HUMAN
1UGB CAH2_HUMAN
1UGC CAH2_HUMAN
1UGD CAH2_HUMAN
1UGE CAH2_HUMAN
1UGF CAH2_HUMAN
1UGG CAH2_HUMAN
1UGH UNGI_BPPB2
1UGI UNGI_BPPB2
1UGJ CAMP3_MOUSE
1UGK SYT4_HUMAN
1UGM MLP3B_RAT
1UGN LIRB1_HUMAN
1UGO BAG5_MOUSE
1UGP NHAA_PSETH
1UGQ NHAA_PSETH
1UGR NHAA_PSETH
1UGS NHAA_PSETH
1UGU PYP_HALHA
1UGV RHG26_HUMAN
1UGW LECA_ARTIN
1UGX LECA_ARTIN
1UGY LECA_ARTIN
1UH0 LECA_ARTIN
1UH1 LECA_ARTIN
1UH2 NEPU1_THEVU
1UH3 NEPU1_THEVU
1UH4 NEPU1_THEVU
1UH6 UBL5_MOUSE
1UH7 CARP_RHICH
1UH8 CARP_RHICH
1UH9 CARP_RHICH
1UHA LED2_PHYAM
1UHB TRYP_PIG
1UHC DNMBP_HUMAN
1UHD PAND_HELPY
1UHE PAND_HELPY
1UHF ITSN2_HUMAN
1UHG OVAL_CHICK
1UHH AEQ2_AEQVI
1UHI AEQ2_AEQVI
1UHJ AEQ2_AEQVI
1UHK AEQ2_AEQVI
1UHL NCOA2_HUMAN
1UHM H1_YEAST
1UHN CNBL2_ARATH
1UHO PDE5A_HUMAN
1UHP PZRN3_HUMAN
1UHR SMRD1_MOUSE
1UHS HOP_MOUSE
1UHT Y4449_ARATH
1UHV XYNB_THESA
1UHW PLEK_MOUSE
1UHZ STAU2_MOUSE
1UI7 PAOX_ARTGO
1UI8 PAOX_ARTGO
1UIA LYSC_CHICK
1UIB LYSC_CHICK
1UIC LYSC_CHICK
1UID LYSC_CHICK
1UIE LYSC_CHICK
1UIF LYSC_CHICK
1UIG LYSC_CHICK
1UIH LYSC_CHICK
1UII GEMI_HUMAN
1UIJ GLCB_SOYBN
1UIL DHX9_MOUSE
1UIO ADA_MOUSE
1UIP ADA_MOUSE
1UIR SPEE_THET8
1UIS RFP_PARAC
1UIT DLG5_HUMAN
1UIU NIKA_ECOLI
1UIV NIKA_ECOLI
1UIW HBA_HUMAN
1UIX ROCK2_BOVIN
1UIZ MIF_XENLA
1UJ0 STAM2_MOUSE
1UJ1 R1AB_CVHSA
1UJ2 UCK2_HUMAN
1UJ3 TF_HUMAN
1UJ4 RPIA_THET2
1UJ5 RPIA_THET2
1UJ6 RPIA_THET2
1UJ8 ISCX_ECOLI
1UJB SIXA_ECOLI
1UJC SIXA_ECOLI
1UJD PCLO_HUMAN
1UJJ BACE1_HUMAN
1UJK BACE1_HUMAN
1UJL KCNH2_HUMAN
1UJM ALD2_SPOSA
1UJO TAGL_MOUSE
1UJP TRPA_THET2
1UJQ PRPB_SALTY
1UJR RN146_MOUSE
1UJS ABLM3_HUMAN
1UJT ROBO2_HUMAN
1UJU SCRIB_HUMAN
1UJV MAGI2_HUMAN
1UJW BTUB_ECOLI
1UJX PNKP_MOUSE
1UJY ARHG6_HUMAN
1UJZ CEA7_ECOLX
1UK0 PARP1_HUMAN
1UK1 PARP1_HUMAN
1UK2 R1AB_CVHSA
1UK3 R1AB_CVHSA
1UK4 R1AB_CVHSA
1UK5 BAG3_MOUSE
1UKE KCY_DICDI
1UKF AVRP3_PSESH
1UKH JIP1_MOUSE
1UKI JIP1_MOUSE
1UKJ MEGL_PSEPU
1UKL IMB1_MOUSE
1UKM EM16A_ECHML
1UKO AMYB_SOYBN
1UKP AMYB_SOYBN
1UKQ CDGT_BACS0
1UKR XYNA_ASPNG
1UKS CDGT_BACS0
1UKT CDGT_BACS0
1UKU CUTA_PYRHO
1UKV GDI1_YEAST
1UKX E2AK4_MOUSE
1UKY UMPK_YEAST
1UKZ UMPK_YEAST
1UL1 FEN1_HUMAN
1UL2 CA1C_CONGE
1UL3 GLNB_SYNY3
1UL4 SPL4_ARATH
1UL5 SPL7_ARATH
1UL6 PER1_HUMAN
1UL7 MARK3_MOUSE
1UL9 CGL2_COPCI
1ULA PNPH_HUMAN
1ULB PNPH_HUMAN
1ULC CGL2_COPCI
1ULD CGL2_COPCI
1ULE CGL2_COPCI
1ULF CGL2_COPCI
1ULG CGL2_COPCI
1ULH SYWC_HUMAN
1ULK LECC_PHYAM
1ULL REV_HV1W2
1ULM LED2_PHYAM
1ULN LED2_PHYAM
1ULO GUNC_CELFI
1ULP GUNC_CELFI
1ULR ACYP_THET8
